carb3_activity,process_set_id,process_id,option_id,trl,applicability,notes,provenance,confidence
Motor Vehicle Works,default,welding,inverter_welding_equipment,,commercial,Inverter MIG/spot power sources cut idle and conversion losses,[REF_LINCOLN_INVERTER] Manufacturer efficiency literature; welding measures also in ENERGY STAR guide,medium
Newspaper print works,default,mailroom_finishing,battery_electric_nrmm,,commercial,Forklifts and reel handling,engineering judgement,medium
Newspaper print works,default,mailroom_finishing,controls_vsds,,commercial,Conveyor/stacker drives; modest loads,engineering judgement,low
Newspaper print works,default,prepress_platemaking,controls_vsds,,commercial,Small loads; scheduling and standby control only,engineering judgement,low
Newspaper print works,default,prepress_platemaking,processless_ctp_plates,9,commercial,"Eliminates plate processor energy, water and chemistry",[kodak_processfree] Vendor sustainability documentation,high
Newspaper print works,default,press_auxiliaries,compressed_air_optimisation,,commercial,"Leak management, pressure reduction, VSD compressors",engineering judgement,high
Newspaper print works,default,press_auxiliaries,controls_vsds,,commercial,"Chilled water, pumps and ventilation VSDs",engineering judgement,medium
Newspaper print works,default,press_auxiliaries,led_uv_curing,9,commercial,Only where heatset/UV drying fitted; coldset newsprint has no dryer,[baldwin_leduv] Heatset-to-LED-UV conversions in web printing,low
Newspaper print works,default,press_auxiliaries,waste_heat_recovery_process,,commercial,Compressor and press-hall heat to space heating,engineering judgement,medium
Newspaper print works,default,press_drives,controls_vsds,,commercial,Drives already electric; high-efficiency motors and drive control only material option,engineering judgement,medium
Newspaper print works,default,site_services,heat_pump_below_100,9,commercial,Press hall and office heating,engineering judgement,high
Newspaper print works,default,site_services,insulation_upgrade,,commercial,Building fabric,engineering judgement,medium
Newspaper print works,default,site_services,onsite_solar_pv,,commercial,Large shed roofs,engineering judgement,high
"Oil refinery, gas processing etc",default,alkylation,controls_vsds,,commercial,Refrigeration compressor drives; already electric,engineering judgement,low
"Oil refinery, gas processing etc",default,alkylation,waste_heat_recovery_process,,commercial,Low-temperature unit; modest heat integration scope,engineering judgement,low
"Oil refinery, gas processing etc",default,catalytic_reforming,h2_kiln_furnace_burner,5-8,demonstration,Interheater conversion to H2 firing,[concawe_19_8] Fuel switching in Concawe options,medium
"Oil refinery, gas processing etc",default,catalytic_reforming,refinery_process_heater_electrification,,prospective,High-duty radiant heaters; no demonstration,[heater_elec_dt] Process heater electrification article,low
"Oil refinery, gas processing etc",default,catalytic_reforming,waste_heat_recovery_process,,commercial,Heat integration around reactor train,[oil_roadmap_2015] Roadmap efficiency options,medium
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,h2_kiln_furnace_burner,5-8,demonstration,Fired heater conversion to H2; hydrogen-ready furnace commissioned at Stanlow,[eet_furnace_2025] EET Stanlow hydrogen-ready furnace,high
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,post_combustion_amine_ccs,9-11,demonstration,Dispersed heater stacks make capture costly; cluster CO2 access needed,[concawe_19_8] Concawe CO2 reduction technologies in EU refining,medium
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,refinery_process_heater_electrification,,prospective,Very large duty; grid and turnaround constraints,[heater_elec_dt] Process heater electrification article,low
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,waste_heat_recovery_process,,commercial,Preheat train revamps and fouling management,[oil_roadmap_2015] UK oil refining roadmap efficiency options,high
"Oil refinery, gas processing etc",default,fcc,oxyfuel_ccs,5-7,demonstration,Oxy-firing of FCC regenerator demonstrated at large pilot (Petrobras),[fcc_ccs_frontiers_2020] Oxy-FCC pilot in review,medium
"Oil refinery, gas processing etc",default,fcc,post_combustion_amine_ccs,9-11,demonstration,FCC regenerator flue gas capture piloted; single large stack aids capture,[fcc_ccs_frontiers_2020] Review of CO2 capture for FCC units,medium
"Oil refinery, gas processing etc",default,fcc,waste_heat_recovery_process,,commercial,Flue gas expanders and waste heat boilers established,[oil_roadmap_2015] Roadmap efficiency options,medium
"Oil refinery, gas processing etc",default,hydrocracking,electrolytic_hydrogen_refinery_integration,8,demonstration,Large H2 consumer; green H2 substitution,[refhyne_2021] REFHYNE demonstration,medium
"Oil refinery, gas processing etc",default,hydrocracking,h2_kiln_furnace_burner,5-8,demonstration,Feed heater H2 conversion,[eet_furnace_2025] Stanlow fuel switching,medium
"Oil refinery, gas processing etc",default,hydrocracking,refinery_process_heater_electrification,,prospective,No demonstration at this duty,[heater_elec_dt] Process heater electrification article,low
"Oil refinery, gas processing etc",default,hydrocracking,waste_heat_recovery_process,,commercial,Reactor effluent heat integration,engineering judgement,medium
"Oil refinery, gas processing etc",default,hydrogen_production,biomethane_fuel,8-9,commercial,Biomethane as SMR feed/fuel lowers net CO2; certificate accounting,engineering judgement,low
"Oil refinery, gas processing etc",default,hydrogen_production,electrified_reforming_esmr,6,prospective,Electric reformer could replace fired SMR; demo scale only,[topsoe_esmr_2021] eSMR demonstration plant,low
"Oil refinery, gas processing etc",default,hydrogen_production,electrolytic_hydrogen_refinery_integration,8,demonstration,Electrolytic H2 partially displacing SMR output,[refhyne_2021] REFHYNE demonstration,medium
"Oil refinery, gas processing etc",default,hydrogen_production,post_combustion_amine_ccs,9-11,commercial,SMR CO2 capture commercially proven; UK blue H2 (EET HPP1) planned at Stanlow,[eet_hpp1_2024] Government-backed HPP1 blue hydrogen plant (HyNet),high
"Oil refinery, gas processing etc",default,hydrotreating,bio_feedstock_co_processing,9,commercial,UCO co-processing commercial at Humber,[p66_renewables] Phillips 66 Humber renewable fuels,high
"Oil refinery, gas processing etc",default,hydrotreating,electrolytic_hydrogen_refinery_integration,8,demonstration,Green H2 feed for hydrotreating demonstrated at Rheinland (REFHYNE),[refhyne_2021] Refinery-integrated PEM electrolyser,high
"Oil refinery, gas processing etc",default,hydrotreating,h2_kiln_furnace_burner,5-8,demonstration,Feed heater H2 firing as part of site fuel switch,[eet_furnace_2025] Stanlow fuel switching programme,medium
"Oil refinery, gas processing etc",default,hydrotreating,refinery_process_heater_electrification,,prospective,Smaller heater duties may electrify first,[heater_elec_dt] Process heater electrification article,low
"Oil refinery, gas processing etc",default,other_units,h2_kiln_furnace_burner,5-8,demonstration,Progressive conversion of remaining fired heaters to H2,[eet_furnace_2025] Stanlow site-wide H2 ambition,medium
"Oil refinery, gas processing etc",default,other_units,refinery_process_heater_electrification,,prospective,Smaller/lower-duty heaters are likeliest early candidates,[heater_elec_dt] Process heater electrification article,low
"Oil refinery, gas processing etc",default,other_units,waste_heat_recovery_process,,commercial,Site-wide heat integration,[oil_roadmap_2015] Roadmap efficiency options,medium
"Oil refinery, gas processing etc",default,site_services,battery_electric_nrmm,,commercial,Site vehicles/FLTs; ATEX constraints in process areas,engineering judgement,medium
"Oil refinery, gas processing etc",default,site_services,heat_pump_below_100,9,commercial,Buildings and amenity heat,engineering judgement,medium
"Oil refinery, gas processing etc",default,site_services,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel mobile plant,engineering judgement,medium
"Oil refinery, gas processing etc",default,site_services,onsite_solar_pv,,commercial,Land available on buffer areas; small share of demand,engineering judgement,high
"Oil refinery, gas processing etc",default,utilities_steam,electrode_boiler,9,commercial,Electric steam raising; displaces fuel gas so needs fuel-gas balance rework,[concawe_19_8] Electrification options in Concawe report,medium
"Oil refinery, gas processing etc",default,utilities_steam,h2_boiler,7-9,demonstration,Boiler conversion to low-carbon H2 with cluster supply,[eet_hpp1_2024] HPP1 blue hydrogen for Stanlow fuel switch,medium
"Oil refinery, gas processing etc",default,utilities_steam,htp_heat_pump_150_200,6-7,prospective,MP steam from low-grade refinery heat; large lift,[annex58_t1_2023] HTHP capability to 200C,low
"Oil refinery, gas processing etc",default,utilities_steam,post_combustion_amine_ccs,9-11,commercial,Capture on boilers/CHP where cluster CO2 transport available,[concawe_19_8] CCS options in Concawe report,medium
"Oil refinery, gas processing etc",default,utilities_steam,refinery_low_carbon_hydrogen_fuel_switch,,demonstration,Site-wide fuel switch to blue H2 (HyNet); timing depends on H2 network,[eet_hpp1_2024] Government backing of HPP1,medium
Paper Mill,default,effluent_water_services,controls_vsds,,commercial,Aeration blower and pump VSDs,engineering judgement,medium
Paper Mill,default,effluent_water_services,heat_recovery_heat_pump,8-9,commercial,25-35C effluent is a good heat pump source for process warm water,engineering judgement,medium
Paper Mill,default,effluent_water_services,waste_heat_recovery_process,,commercial,Direct heat exchange from warm effluent to incoming water,engineering judgement,medium
Paper Mill,default,paper_machine_drying,biomass_boiler,9,commercial,Proven for mill steam; fuel logistics and air quality permitting,[paper_roadmap_2015] Biomass listed in roadmap pathways,high
Paper Mill,default,paper_machine_drying,electric_infrared_drying,,commercial,Electric IR established for moisture profiling and coating drying; partial duty only,engineering judgement,medium
Paper Mill,default,paper_machine_drying,electric_tissue_drying_hood,8-9,demonstration,Tissue machines only; first fully electric machine operating at Fortissue,[toscotec_electric_2025] Toscotec/Fortissue electric tissue machine,medium
Paper Mill,default,paper_machine_drying,electrode_boiler,9,commercial,"Cylinder steam typically <10 bar, within electrode boiler duty; grid capacity and price exposure",[paper_roadmap_2015] Electrification of steam raising in roadmap option set,high
Paper Mill,default,paper_machine_drying,h2_boiler,7-9,demonstration,First UK paper mill hydrogen boiler trial announced for 2024,[uk_paper_h2_2024] UK paper mill H2 trial report,medium
Paper Mill,default,paper_machine_drying,h2_kiln_furnace_burner,5-8,demonstration,Gas-fired yankee/impingement hood conversion to green H2 demonstrated by Essity Mainz-Kostheim,[essity_h2_2023] Essity tissue production on renewable hydrogen,high
Paper Mill,default,paper_machine_drying,heat_recovery_heat_pump,8-9,commercial,Hood exhaust heat recovery standard; heat pump upgrade of 50-60C exhaust emerging,[annex58_t2_2024] Annex 58 paper sector cases,high
Paper Mill,default,paper_machine_drying,htp_heat_pump_100_150,8-9,demonstration,LP cylinder steam from hood exhaust heat; integration concepts published,[annex58_t2_2024] Annex 58 integration concepts incl. paper drying,medium
Paper Mill,default,paper_machine_drying,impingement_tad_drying_conversion,9,commercial,Established in tissue; decarbonises only when hood heat is fuel-switched,[paper_roadmap_2015] Advanced drying in roadmap,low
Paper Mill,default,paper_machine_drying,mvr,9,demonstration,Recompress hood exhaust vapour/flash steam back to dryer steam,[annex58_t2_2024] Vapour recompression concepts for paper drying,medium
Paper Mill,default,paper_machine_drying,superheated_steam_drying_paper,4,speculative,Pilot-scale only for paper webs; radical dryer redesign,[ssd_review_2015] SSD review status for paper,low
Paper Mill,default,paper_machine_wet_end,controls_vsds,,commercial,Vacuum system and drive optimisation; electricity-only duty,engineering judgement,medium
Paper Mill,default,paper_machine_wet_end,shoe_press_advanced_dewatering,9,commercial,Each ~1% gain in press solids cuts roughly 4% drying steam,[ippta_shoe_2012] Shoe press applications review,high
Paper Mill,default,paper_machine_wet_end,waste_heat_recovery_process,,commercial,Vacuum pump exhaust heat recovery to process water/air,engineering judgement,medium
Paper Mill,default,site_services,battery_electric_nrmm,,commercial,Clamp trucks and forklifts,engineering judgement,medium
Paper Mill,default,site_services,biomethane_fuel,8-9,commercial,Drop-in for residual gas use; supply cost and competition,[paper_roadmap_2015] Bioenergy option class in roadmap,medium
Paper Mill,default,site_services,heat_pump_below_100,9,commercial,Space heating and hot water duties,engineering judgement,high
Paper Mill,default,site_services,hvo_bio_oils_dropin,9,commercial,Drop-in for remaining diesel plant,engineering judgement,medium
Paper Mill,default,site_services,insulation_upgrade,,commercial,Steam distribution and condensate system insulation,engineering judgement,medium
Paper Mill,default,site_services,onsite_solar_pv,,commercial,Large roof/land areas at mills,engineering judgement,high
Paper Mill,default,stock_preparation,controls_vsds,,commercial,"Refiners, pumps and agitators dominate; VSDs and refining optimisation established",[paper_roadmap_2015] Roadmap efficiency option class,medium
Paper Mill,default,stock_preparation,heat_pump_below_100,9,commercial,Warm water for pulping/dilution well within heat pump range,engineering judgement,medium
Paper Mill,default,stock_preparation,waste_heat_recovery_process,,commercial,Recover whitewater/vacuum exhaust heat to warm process water,engineering judgement,medium
Post Office Sorting Centre,default,materials_handling,battery_electric_nrmm,,commercial,Electric forklifts/tugs standard for indoor handling,engineering judgement,low
Post Office Sorting Centre,default,materials_handling,controls_vsds,,commercial,Conveyor VSDs and idle shutdown,[REF_ABB_REGEN] Drives efficiency in conveying,medium
Post Office Sorting Centre,default,materials_handling,hvo_bio_oils_dropin,9,commercial,Drop-in for residual diesel yard plant,engineering judgement,low
Post Office Sorting Centre,default,materials_handling,hydrogen_nrmm,,demonstration,Fuel-cell forklifts proven overseas; UK fuelling scarce,engineering judgement,low
Post Office Sorting Centre,default,site_services,controls_vsds,,commercial,"BMS, ventilation controls, night setback",[REF_CT_HVAC] Carbon Trust HVAC guide,high
Post Office Sorting Centre,default,site_services,ev_fleet_charging_infrastructure,,commercial,Depot charging for delivery van fleet; grid capacity key,[REF_EST_FLEET] EST depot charging guidance,high
Post Office Sorting Centre,default,site_services,led_high_bay_lighting,,commercial,Sortation hall high-bay LED plus controls,[REF_CT_LIGHTING] Carbon Trust lighting guide,high
Post Office Sorting Centre,default,site_services,onsite_solar_pv,,commercial,Large shed roofs suit PV,engineering judgement,low
Post Office Sorting Centre,default,sortation_machinery,controls_vsds,,commercial,Cascade start/stop and sleep modes on sorter/conveyor lines,engineering judgement,low
Post Office Sorting Centre,default,sortation_machinery,sortation_regen_drives,,commercial,Regenerative VSDs and high-efficiency motors on sorters,[REF_ABB_REGEN] ABB regenerative drives for material handling,medium
Post Office Sorting Centre,default,space_heating,air_to_air_hp_warm_air,9,commercial,Replaces gas warm-air heaters in halls with dock-door losses,[REF_UKBCH_ASHP] A2A covered under ASHP guidance,medium
Post Office Sorting Centre,default,space_heating,ashp_space_heating_industrial,9,commercial,ASHP for offices and hall AHUs,[REF_UKBCH_ASHP] UK Business Climate Hub ASHP guidance,high
Post Office Sorting Centre,default,space_heating,building_fabric_upgrade,,commercial,Dock door seals/curtains and roof insulation,[REF_CT_FABRIC] Carbon Trust building fabric guide,high
Post Office Sorting Centre,default,space_heating,destratification_radiant_conversion,,commercial,Destrat in tall sortation halls,[REF_CT_HVAC] Carbon Trust HVAC guide,high
Post Office Sorting Centre,default,space_heating,electric_radiant_space_heating,,commercial,Spot IR at loading docks and work stations,[REF_ECA_RADIANT] ETL radiant heating datasheet,medium
Post Office Sorting Centre,default,water_heating,heat_pump_below_100,9,commercial,HP water heaters for staff DHW,[REF_CT_HVAC] Carbon Trust HVAC guide,medium
Post Office Sorting Centre,default,water_heating,solar_thermal_process_heat,,commercial,Solar pre-heat; seasonal,engineering judgement,low
Pottery,default,biscuit_firing,biomethane_fuel,8-9,commercial,Drop-in for gas kilns; supply/cost,[R_CUK_ROADMAP] roadmap bio-energy option,medium
Pottery,default,biscuit_firing,electric_resistance_oven_furnace,8-9,commercial,Electric intermittent/batch kilns established at small-medium scale; continuous high-throughput harder; electricity cost,[R_TUC] UK ceramics electrification case study,medium
Pottery,default,biscuit_firing,fast_firing_low_thermal_mass_kilns,9,commercial,Fast-fire kilns and low-mass furniture commercial for tableware,[R_BEIS_CER2015] roadmap kiln efficiency options,medium
Pottery,default,biscuit_firing,h2_kiln_furnace_burner,5-8,demonstration,"BCC trials fired whitewares with 100% H2, quality broadly within spec; Churchill China batch-kiln demo planned; no reduction firing effects",[R_BCC_H2] BCC Hydrogen for Ceramics IFS feasibility report,high
Pottery,default,drying,electric_infrared_drying,,prospective,IR for surface/mould drying of ware; product-specific,engineering judgement,low
Pottery,default,drying,heat_pump_below_100,9,prospective,Ware dryers <100C are a good heat-pump duty; humidity control needed; limited demonstrated ceramics use,engineering judgement,medium
Pottery,default,drying,kiln_dryer_cascade_heat_recovery,9,commercial,Recover kiln/cooling heat to dryers where layout allows,[R_BEIS_CER2015] roadmap heat recovery options,medium
Pottery,default,drying,microwave_rf_drying,7-9,prospective,Dielectric drying of thick ware; cracking control; niche,engineering judgement,low
Pottery,default,glazing_decoration,compressed_air_optimisation,,commercial,Spray glazing air demand,engineering judgement,low
Pottery,default,glazing_decoration,electric_infrared_drying,,prospective,IR glaze drying; small load,engineering judgement,low
Pottery,default,glost_decoration_firing,biomethane_fuel,8-9,commercial,Drop-in for gas kilns,[R_CUK_ROADMAP] roadmap bio-energy option,medium
Pottery,default,glost_decoration_firing,electric_resistance_oven_furnace,8-9,commercial,Decorating/glost kilns often already electric at lower temperatures,[R_TUC] UK ceramics electrification case study,medium
Pottery,default,glost_decoration_firing,h2_kiln_furnace_burner,5-8,demonstration,Glazed ware fired successfully on 100% H2 in BCC trials; some colour variation observed,[R_BCC_H2] BCC feasibility report glaze results,high
Pottery,default,raw_material_preparation,controls_vsds,,commercial,"Mills, blungers, pumps largely electric; drives optimisation",engineering judgement,medium
Pottery,default,raw_material_preparation,dry_body_preparation_ceramics,,speculative,Dry granulation could displace slip/spray-drying energy where used; quality risk for tableware,[R_DRYROUTE] dry vs wet route study is for tiles; transfer to pottery is judgement,low
Pottery,default,site_services,heat_pump_below_100,9,commercial,Space heating/hot water,engineering judgement,medium
Pottery,default,site_services,onsite_solar_pv,,commercial,Roof PV,engineering judgement,medium
Provender Mill,default,compressed_air,compressed_air_optimisation,,commercial,Standard measures,engineering judgement,medium
Provender Mill,default,grinding,controls_vsds,,commercial,Hammer mill drives; electric duty,engineering judgement,medium
Provender Mill,default,material_handling,controls_vsds,,commercial,Conveyor/elevator drives; efficiency only,engineering judgement,medium
Provender Mill,default,pelleting_press,controls_vsds,,commercial,Press motor efficiency/die optimisation,engineering judgement,medium
Provender Mill,default,site_services,battery_electric_nrmm,,commercial,Loading shovels/forklifts,engineering judgement,medium
Provender Mill,default,site_services,heat_pump_below_100,9,commercial,Space heat/DHW,engineering judgement,medium
Provender Mill,default,site_services,onsite_solar_pv,,commercial,Roof PV,engineering judgement,medium
Provender Mill,default,steam_conditioning,biomethane_fuel,8-9,commercial,Drop-in for gas steam boiler,engineering judgement,medium
Provender Mill,default,steam_conditioning,electrode_boiler,9,commercial,Small electric steam raising for conditioners; simplest fossil-gas exit,engineering judgement,medium
Provender Mill,default,steam_conditioning,h2_boiler,7-9,prospective,Supply-dependent,engineering judgement,low
Provender Mill,default,steam_conditioning,htp_heat_pump_100_150,8-9,demonstration,LP conditioning steam in HTHP range,engineering judgement,low
Pumping Mines,default,dewatering_pumping,controls_vsds,,commercial,VSDs and level-band pump scheduling dominate the abatement opportunity for this all-electric duty,engineering judgement,medium
Pumping Mines,default,dewatering_pumping,minewater_heat_pump_recovery,9,commercial,Heat offtake from pumped minewater where local heat demand exists; displaces offtaker gas rather than site fuel,[REF_GOVUK_GATESHEAD] Operational UK minewater heat network,high
Pumping Mines,default,site_services,controls_vsds,,commercial,Controls and lighting,engineering judgement,medium
Pumping Mines,default,site_services,onsite_solar_pv,,commercial,PV to offset continuous pumping load,engineering judgement,medium
Pumping Mines,default,ventilation,controls_vsds,,commercial,"VSD fans, demand-based ventilation",engineering judgement,medium
Scrap Metal/Breakers Yard,default,material_handling,battery_electric_nrmm,,commercial,Electric material handlers/grab cranes available for yard duty,engineering judgement,low
Scrap Metal/Breakers Yard,default,material_handling,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel handlers,engineering judgement,low
Scrap Metal/Breakers Yard,default,material_handling,hydrogen_nrmm,,prospective,H2 heavy plant immature,engineering judgement,low
Scrap Metal/Breakers Yard,default,shearing_baling,battery_electric_nrmm,,prospective,Electric mobile shears emerging; static shears already grid-electric,engineering judgement,low
Scrap Metal/Breakers Yard,default,shearing_baling,controls_vsds,,commercial,Hydraulic power pack optimisation on static shears,engineering judgement,low
Scrap Metal/Breakers Yard,default,shearing_baling,hvo_bio_oils_dropin,9,commercial,Mobile diesel-hydraulic shears/balers,engineering judgement,low
Scrap Metal/Breakers Yard,default,shredding_separation,controls_vsds,,commercial,Shredders/separators already electric; drive and idle optimisation only,engineering judgement,low
Scrap Metal/Breakers Yard,default,site_services,controls_vsds,,commercial,Site motor systems,engineering judgement,low
Scrap Metal/Breakers Yard,default,site_services,heat_pump_below_100,9,commercial,Office/welfare heating,engineering judgement,low
Scrap Metal/Breakers Yard,default,site_services,onsite_solar_pv,,commercial,Yard buildings and canopy PV,engineering judgement,low
Scrap Metal/Breakers Yard,default,torch_cutting,plasma_electric_cutting,9,commercial,Plasma replaces propane/oxy-fuel up to thickness limit; very thick sections and remote field cutting remain oxy-fuel,[REF_ESAB] ESAB oxy-fuel vs plasma comparison,medium
"Shipbuilding/ repair, boatyard",default,cranes_material_handling,battery_electric_nrmm,,commercial,Electric mobile cranes/telehandlers,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,cranes_material_handling,controls_vsds,,commercial,Dock cranes already electric; regenerative drives,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,cranes_material_handling,hvo_bio_oils_dropin,9,commercial,Drop-in for remaining diesel cranes,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,dry_dock_services,battery_electric_nrmm,,commercial,Electric pumps/gensets/welfare units in dock,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,dry_dock_services,hvo_bio_oils_dropin,9,commercial,Drop-in for diesel dock plant,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,dry_dock_services,shore_power_cold_ironing,9,commercial,Shore supply to docked vessels displaces auxiliary diesel generation; grid capacity is the constraint,[REF_COLDIRON] Energy Institute cold ironing review; UK ports context,high
"Shipbuilding/ repair, boatyard",default,machining_outfitting,controls_vsds,,commercial,Machine tools already electric; drive and idle optimisation,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,painting_coating,biomethane_fuel,8-9,commercial,Drop-in for gas-fired hall heaters,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,painting_coating,electric_infrared_drying,,demonstration,IR curing of coatings in halls; large hull areas limit application,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,painting_coating,heat_pump_below_100,9,commercial,Paint hall heating/dehumidification,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,site_services,controls_vsds,,commercial,Site motor systems,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,site_services,electrode_boiler,9,commercial,Steam/hot water where required,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,site_services,heat_pump_below_100,9,commercial,Workshop/office heating,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,site_services,onsite_solar_pv,,commercial,Large shed roofs suit PV,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,steel_prep_cutting,controls_vsds,,commercial,Cutting table extraction and drives,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,steel_prep_cutting,plasma_electric_cutting,9,commercial,"CNC plasma (and laser) standard for plate prep, replacing oxy-fuel for most thicknesses",[REF_ESAB] ESAB oxy-fuel vs plasma comparison,medium
"Shipbuilding/ repair, boatyard",default,surface_prep_blasting,battery_electric_nrmm,,commercial,Electric compressors/access platforms replacing diesel units,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,surface_prep_blasting,compressed_air_optimisation,,commercial,Blasting is dominated by compressed air demand,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,welding_fabrication,compressed_air_optimisation,,commercial,Air tools and gouging air,engineering judgement,low
"Shipbuilding/ repair, boatyard",default,welding_fabrication,controls_vsds,,commercial,Welding is already electric; inverter power sources and fume fan VSDs,engineering judgement,low
Tannery,default,compressed_air,compressed_air_optimisation,,commercial,Spray guns and machinery air; leak and pressure management,[unido_benchmarking_2012] Benchmarking covers compressed air use,medium
Tannery,default,compressed_air,waste_heat_recovery_process,,commercial,Compressor heat recovery,engineering judgement,medium
Tannery,default,effluent_treatment,controls_vsds,,commercial,Aeration blower and pump VSDs,engineering judgement,medium
Tannery,default,effluent_treatment,heat_recovery_heat_pump,8-9,commercial,Warm effluent heat recovered/upgraded for float heating,[tannery_ww_2026] Tannery wastewater energy recovery study,medium
Tannery,default,effluent_treatment,waste_heat_recovery_process,,commercial,Direct effluent-to-freshwater heat exchange,[tannery_ww_2026] Tannery wastewater energy recovery study,medium
Tannery,default,finishing,controls_vsds,,commercial,Spray booth ventilation VSDs,engineering judgement,low
Tannery,default,finishing,electric_infrared_drying,,demonstration,IR in spray-line drying tunnels,engineering judgement,low
Tannery,default,finishing,heat_pump_below_100,9,commercial,Low-temperature tunnel drying heat,engineering judgement,low
Tannery,default,leather_drying,electric_infrared_drying,,demonstration,Electric IR for surface drying stages,engineering judgement,low
Tannery,default,leather_drying,heat_pump_below_100,9,commercial,"Leather dries at 40-70C, well suited to heat pump dryers",[tannery_energy_2023] Drying identified as major tannery energy use,medium
Tannery,default,leather_drying,heat_recovery_heat_pump,8-9,commercial,Dryer exhaust heat recovery,engineering judgement,low
Tannery,default,leather_drying,microwave_rf_drying,7-9,prospective,RF/dielectric drying of leather trialled but not established,engineering judgement,low
Tannery,default,process_drums_machinery,controls_vsds,,commercial,Drum drives already electric; VSDs and scheduling,[unido_benchmarking_2012] Benchmarking of tannery electricity uses,medium
Tannery,default,process_float_heating,electrode_boiler,9,commercial,Small electric boilers for residual steam/hot water,engineering judgement,medium
Tannery,default,process_float_heating,heat_pump_below_100,9,commercial,Float water 35-60C is an ideal heat pump duty,[tannery_energy_2023] Tannery energy assessment identifies hot water as main thermal load,medium
Tannery,default,process_float_heating,heat_recovery_heat_pump,8-9,commercial,Warm effluent as source for float heating,[tannery_ww_2026] Energy and resource recovery from tannery wastewater,medium
Tannery,default,process_float_heating,low_temperature_tanning_chemistry,,prospective,Reduced float temperatures/volumes cut hot water demand; quality requalification needed,[unido_framework_2019] UNIDO sustainable leather manufacture framework,low
Tannery,default,process_float_heating,solar_thermal_process_heat,,commercial,Low-temperature hot water well matched to solar thermal,[unido_benchmarking_2012] UNIDO tannery benchmarking covers energy for hot water,medium
Tannery,default,site_services,heat_pump_below_100,9,commercial,Space heating and hot water,engineering judgement,high
Tannery,default,site_services,hvo_bio_oils_dropin,9,commercial,Drop-in for site diesel plant,engineering judgement,medium
Tannery,default,site_services,insulation_upgrade,,commercial,Hot water and steam distribution insulation,engineering judgement,medium
Tannery,default,site_services,onsite_solar_pv,,commercial,Roof PV,engineering judgement,high
Vehicle repair workshop / garage,default,site_services,controls_vsds,,commercial,Simple controls and shutdown regimes,[REF_CT_HVAC] Carbon Trust HVAC guide,medium
Vehicle repair workshop / garage,default,site_services,ev_fleet_charging_infrastructure,,commercial,Courtesy/customer and own-fleet charging; enables EV servicing offer,[REF_EST_FLEET] EST business EV charging guidance,high
Vehicle repair workshop / garage,default,site_services,led_high_bay_lighting,,commercial,Workshop bay LED plus controls,[REF_CT_LIGHTING] Carbon Trust lighting guide,high
Vehicle repair workshop / garage,default,site_services,onsite_solar_pv,,commercial,Roof PV where owned premises,engineering judgement,low
Vehicle repair workshop / garage,default,space_heating,air_to_air_hp_warm_air,9,commercial,Suits bays with frequent door opening; fast response,[REF_UKBCH_ASHP] A2A covered under ASHP guidance,medium
Vehicle repair workshop / garage,default,space_heating,ashp_space_heating_industrial,9,commercial,Air-to-water ASHP for offices/reception plus workshop,[REF_UKBCH_ASHP] UK Business Climate Hub ASHP guidance,high
Vehicle repair workshop / garage,default,space_heating,building_fabric_upgrade,,commercial,Doors/air-tightness dominate losses,[REF_CT_FABRIC] Carbon Trust building fabric guide,high
Vehicle repair workshop / garage,default,space_heating,destratification_radiant_conversion,,commercial,Destrat and zoned radiant in taller workshops,[REF_CT_HVAC] Carbon Trust HVAC guide,medium
Vehicle repair workshop / garage,default,space_heating,electric_radiant_space_heating,,commercial,Spot IR over bays copes with door-opening losses,[REF_ECA_RADIANT] ETL radiant heating datasheet,medium
Vehicle repair workshop / garage,default,water_heating,heat_pump_below_100,9,commercial,HP water heater for washdown/valeting,[REF_CT_HVAC] Carbon Trust HVAC guide,medium
Vehicle repair workshop / garage,default,water_heating,solar_thermal_process_heat,,commercial,Solar pre-heat; seasonal,engineering judgement,low
