carb3_activity,shape_id,process_id,shape_class,duty_factor,peak_to_mean,runs_when_idle,seasonality,provenance,confidence
Mineral Production - Putrescible,mineral_production_putrescible__pasteurisation_digester_heating,pasteurisation_digester_heating,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('pasteurisers; heat exchangers; biogas boiler') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Mineral Production - Putrescible,mineral_production_putrescible__digestate_processing,digestate_processing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('screw presses; centrifuges') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Putrescible,mineral_production_putrescible__aeration_odour_control,aeration_odour_control,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('ASP/IVC aeration fans; biofilter fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Mineral Production - Putrescible,mineral_production_putrescible__windrow_turning,windrow_turning,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('windrow turners') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Mineral Production - Putrescible,mineral_production_putrescible__screening_refining,screening_refining,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('trommel screens; star screens') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Putrescible,mineral_production_putrescible__mobile_plant,mobile_plant,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('wheel loaders; telehandlers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Mineral Production - Putrescible,mineral_production_putrescible__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('offices; weighbridge; leachate pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__drilling,drilling,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('percussion/rotary drill rigs') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__extraction_loading,extraction_loading,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hydraulic excavators; face shovels; draglines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__haulage,haulage,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('rigid/articulated dump trucks; wheel loaders; dozers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__crushing,crushing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('jaw crusher; cone crusher; impact crusher') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__screening,screening,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('vibrating screens; grizzlies') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__conveying,conveying,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('belt conveyors; stackers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__washing_classification,washing_classification,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('log washers; sand classifiers; water pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__dewatering_pumping,dewatering_pumping,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('submersible/centrifugal sump pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
"Mineral Production - Rock, Sand, Clay etc.",mineral_production_rock_sand_clay_etc__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('workshops; offices; weighbridge; lighting') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Motor Vehicle Works,motor_vehicle_works__paint_shop,paint_shop,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('paint booth supply/exhaust fans; e-coat tanks; curing/stoving ovens; a') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Motor Vehicle Works,motor_vehicle_works__welding,welding,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('spot welding robots; weld guns; weld controllers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Motor Vehicle Works,motor_vehicle_works__compressed_air,compressed_air,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('centrifugal/screw compressors; pneumatic tools') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Motor Vehicle Works,motor_vehicle_works__materials_handling,materials_handling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('conveyors; AGVs; hoists; assembly tools') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Motor Vehicle Works,motor_vehicle_works__metal_forming,metal_forming,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('stamping presses; blanking lines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Motor Vehicle Works,motor_vehicle_works__steam_hot_water,steam_hot_water,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam boilers; hot water plant') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Motor Vehicle Works,motor_vehicle_works__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('AHUs; plant lighting; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Motor Vehicle Works,motor_vehicle_works__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas-fired make-up air units; space heating boilers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Newspaper print works,newspaper_print_works__prepress_platemaking,prepress_platemaking,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('CTP platesetters; plate processors; proofing') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Newspaper print works,newspaper_print_works__press_drives,press_drives,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('shaftless press drive motors; reelstands/splicers; folders') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Newspaper print works,newspaper_print_works__press_auxiliaries,press_auxiliaries,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('air compressors; chilled water sets; dampening refrigeration units') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Newspaper print works,newspaper_print_works__mailroom_finishing,mailroom_finishing,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('conveyors; inserters; stackers/strappers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Newspaper print works,newspaper_print_works__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; space heating; HVAC; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__crude_vacuum_distillation,crude_vacuum_distillation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('CDU fired heaters; VDU fired heaters; preheat trains') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__hydrotreating,hydrotreating,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hydrotreater charge heaters; recycle H2 compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__catalytic_reforming,catalytic_reforming,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('reformer interheaters; recycle compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__hydrogen_production,hydrogen_production,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam methane reformers; PSA units') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__hydrocracking,hydrocracking,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hydrocracker heaters; makeup/recycle compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__fcc,fcc,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('FCC regenerator (catalyst coke burn); main air blower; wet gas compres') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__alkylation,alkylation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('refrigeration compressors; isostrippers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__other_units,other_units,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('isomerisation; aromatics; coking; asphalt/bitumen') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__utilities_steam,utilities_steam,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam boilers/CHP; cooling water pumps; instrument air compressors; wa') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
"Oil refinery, gas processing etc",oil_refinery_gas_processing_etc__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; control rooms; offices/labs') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Paper Mill,paper_mill__stock_preparation,stock_preparation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hydrapulper; screens and cleaners; deinking flotation cells; disc refi') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Paper Mill,paper_mill__paper_machine_wet_end,paper_machine_wet_end,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('headbox and wire section drives; press section; vacuum pumps and blowe') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Paper Mill,paper_mill__paper_machine_drying,paper_machine_drying,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam-heated drying cylinders; dryer hood and exhaust fans; steam and') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Paper Mill,paper_mill__effluent_water_services,effluent_water_services,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('process water pumps; clarifiers/DAF; effluent aeration blowers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Paper Mill,paper_mill__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('compressed air; lighting; space heating; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Post Office Sorting Centre,post_office_sorting_centre__sortation_machinery,sortation_machinery,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('automated letter/parcel sorters; cross-belt sorters; conveyors; OCR/sc') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Post Office Sorting Centre,post_office_sorting_centre__materials_handling,materials_handling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('forklift battery chargers; powered pallet trucks; dock levellers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Post Office Sorting Centre,post_office_sorting_centre__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('high-bay lighting; 24h office/ICT; HVAC fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Post Office Sorting Centre,post_office_sorting_centre__space_heating,space_heating,seasonal,,,FALSE,winter_weighted,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('gas warm-air heaters; radiant heating over sort floors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists space heating and seasonal campaigns under seasonal),low
Post Office Sorting Centre,post_office_sorting_centre__water_heating,water_heating,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('water heaters; canteen') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Pottery,pottery__raw_material_preparation,raw_material_preparation,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('blungers; ball mills; sieves/magnets; filter presses; pug mills') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Pottery,pottery__forming,forming,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('jigger/jolley machines; pressure casting benches; isostatic presses') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Pottery,pottery__drying,drying,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('convection dryers; mould drying rooms') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Pottery,pottery__biscuit_firing,biscuit_firing,batch_cyclic,,,FALSE,none,"[DECC_CERAMIC_2015] whitewares involve 'multiple firing steps, greater use of less-efficient batch firing' (Section 3.3.1), via activity_process_register.csv; shape_class per [CARB3_SPEC_IMPL] §3.13 shape-class table",medium
Pottery,pottery__glazing_decoration,glazing_decoration,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('glaze spray booths; dipping lines; decal/print application') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Pottery,pottery__glost_decoration_firing,glost_decoration_firing,batch_cyclic,,,FALSE,none,"[DECC_CERAMIC_2015] whitewares involve 'multiple firing steps, greater use of less-efficient batch firing' (Section 3.3.1), via activity_process_register.csv; shape_class per [CARB3_SPEC_IMPL] §3.13 shape-class table",medium
Pottery,pottery__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('compressed air (spraying); lighting; space heating fans; offices') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Provender Mill,provender_mill__grinding,grinding,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hammer mills; roller mills') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Provender Mill,provender_mill__mixing_batching,mixing_batching,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('batch weighers; mixers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Provender Mill,provender_mill__pelleting_press,pelleting_press,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('pellet press; counterflow cooler fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Provender Mill,provender_mill__steam_conditioning,steam_conditioning,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('steam boiler; conditioner') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Provender Mill,provender_mill__material_handling,material_handling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('elevators; conveyors; pneumatic lines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Provender Mill,provender_mill__compressed_air,compressed_air,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('air compressors') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Provender Mill,provender_mill__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('lighting; offices; intake dust control') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Pumping Mines,pumping_mines__dewatering_pumping,dewatering_pumping,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('borehole/shaft submersible pumps; surface transfer pumps') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Pumping Mines,pumping_mines__ventilation,ventilation,flat,,,FALSE,none,No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('ventilation fans') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists rotary kiln / continuous furnace / continuous digester under flat),low
Pumping Mines,pumping_mines__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('controls/telemetry; lighting; small buildings') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Scrap Metal/Breakers Yard,scrap_metal_breakers_yard__material_handling,material_handling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('diesel material handlers; grab cranes; lifting magnets; loading shovel') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Scrap Metal/Breakers Yard,scrap_metal_breakers_yard__shredding_separation,shredding_separation,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hammer-mill shredder; eddy-current and magnetic separators; air classi') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Scrap Metal/Breakers Yard,scrap_metal_breakers_yard__shearing_baling,shearing_baling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hydraulic guillotine shears; balers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Scrap Metal/Breakers Yard,scrap_metal_breakers_yard__torch_cutting,torch_cutting,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('oxy-propane cutting torches') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
Scrap Metal/Breakers Yard,scrap_metal_breakers_yard__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('weighbridge; yard lighting; office heating') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
"Shipbuilding/ repair, boatyard",shipbuilding_repair_boatyard__steel_prep_cutting,steel_prep_cutting,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('plasma/oxy-fuel cutting tables; plate rolls; gas-fired plate/forge hea') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
"Shipbuilding/ repair, boatyard",shipbuilding_repair_boatyard__welding_fabrication,welding_fabrication,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('arc welding sets; panel lines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
"Shipbuilding/ repair, boatyard",shipbuilding_repair_boatyard__machining_outfitting,machining_outfitting,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('machine tools; pipe shops') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Shipbuilding/ repair, boatyard",shipbuilding_repair_boatyard__surface_prep_blasting,surface_prep_blasting,intermittent,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('grit-blasting equipment; blast halls') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists welding, hand tools and workshop equipment under intermittent)",low
"Shipbuilding/ repair, boatyard",shipbuilding_repair_boatyard__painting_coating,painting_coating,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('paint cells; ventilation/extraction; curing heaters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
"Shipbuilding/ repair, boatyard",shipbuilding_repair_boatyard__cranes_material_handling,cranes_material_handling,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('goliath/dockside cranes; transporters') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
"Shipbuilding/ repair, boatyard",shipbuilding_repair_boatyard__dry_dock_services,dry_dock_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('dock dewatering pumps; shore power supplies to vessels') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
"Shipbuilding/ repair, boatyard",shipbuilding_repair_boatyard__site_services,site_services,standing,,,TRUE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('central air compressors; shed heating; lighting') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists refrigeration, lighting, compressed air and site services under standing)",low
Tannery,tannery__process_float_heating,process_float_heating,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('hot water boilers; float heating for soaking/liming/tanning/retanning/') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Tannery,tannery__leather_drying,leather_drying,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('vacuum dryers; drying tunnels; toggle dryers') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Tannery,tannery__process_drums_machinery,process_drums_machinery,batch_cyclic,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('process drums/mixers; fleshing machines; splitting/shaving machines; s') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists batch ovens, autoclaves, curing and electric melting under batch_cyclic)",low
Tannery,tannery__finishing,finishing,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('spray finishing lines; roller coaters; ironing/embossing presses') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
Tannery,tannery__compressed_air,compressed_air,throughput_following,,,FALSE,none,"No load-shape source found. shape_class assigned from the equipment recorded in activity_process_register.csv ('air compressors serving spray guns and machines') against the [CARB3_SPEC_IMPL] §3.13 shape-class table (§3.13 lists mills, crushers, conveyors and pumps under throughput_following)",low
