carb3_activity,process_set_id,process_id,duty_family,carrier_id,grade_rank,duty_share,share_low,share_high,evidence_tier,provenance,confidence
Mineral Production - Gas,default,gas_compression,MOT,motive_power,,1.00,,,engineering,"[NSTA_EMR] Figure 3 p8 and the finding that power generation is 79% of upstream emissions, the pointer activity_process_register.csv and activity_process_energy_profile.csv both carry for this process. Feed, export and sales gas compressors are prime-mover shaft work; activity_process_energy_profile.csv records this process on the gas vector only, i.e. gas-engine or gas-turbine drives, so the duty is motive power served by a fuel-fired unit",medium
Mineral Production - Gas,default,power_generation,OTH,electricity,,1.00,,,fallback,"This register entry is a conversion unit, not a demand. On-site generation consumes gas and produces electricity, which belongs in unit/unit_input_output (spec 3.5-3.6), not in a duty profile. OTH resolving to electricity is the least-wrong placeholder that keeps the process's shares summing to one - see DONE_duty_b.md Q4",low
Mineral Production - Gas,default,process_heating_regeneration,LTH,heat_100_150,3,1.00,,,fallback,"No source found. The repo's own option note gives 'Amine regen (~120-140C) within emerging HT heat pump range' (process_decarbonisation_options.csv, Mineral Production - Gas / process_heating_regeneration / htp_heat_pump_100_150) but its provenance there is recorded as 'engineering judgement', so nothing published supports it. Band borrowed from that note's analogous amine-reboiler duty",low
Mineral Production - Gas,default,site_services,SPC,heat_60_100,2,1.00,,,published_sec,"[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | Gas vector only in activity_process_energy_profile.csv, so the whole bundle reads as space heating",medium
Mineral Production - Inert,default,materials_handling_loaders,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Diesel loaders handling feedstock and product",medium
Mineral Production - Inert,default,internal_haulage,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Diesel internal movement of waste and product",medium
Mineral Production - Inert,default,crushing,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Fixed electric crushing plant",medium
Mineral Production - Inert,default,screening,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Screening and separation drives",medium
Mineral Production - Inert,default,mobile_crushing_screening,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | activity_process_energy_profile.csv holds no row for this process, so its energy is unquantified. Mobile diesel crushing and screening plant is shaft work, the same duty as the fixed plant it substitutes for",low
Mineral Production - Inert,default,site_services,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Lighting, weighbridge, offices; electricity vector only",medium
Mineral Production - Oil,default,artificial_lift,MOT,motive_power,,1.00,,,fallback,"No published source was found for this process. The duty family is read directly off the equipment activity_process_register.csv names for it (equipment_examples: beam pumps (nodding donkeys); electric submersible pumps), which is a repo file rather than a citable source; activity_process_energy_profile.csv records its own share for the process as 'engineering rationale' with no reference either. Nothing here is a number, only a family assignment",low
Mineral Production - Oil,default,water_injection,MOT,motive_power,,1.00,,,fallback,"No published source was found for this process. The duty family is read directly off the equipment activity_process_register.csv names for it (equipment_examples: high-pressure injection pumps), which is a repo file rather than a citable source; activity_process_energy_profile.csv records its own share for the process as 'engineering rationale' with no reference either. Nothing here is a number, only a family assignment",low
Mineral Production - Oil,default,processing_separation_export,MOT,motive_power,,1.00,,,engineering,"[NSTA_EMR] Emissions Monitoring Report 2024 p6, which describes facilities that 'extract and initially process' production - the pointer activity_process_register.csv carries for this process. Electricity vector only in activity_process_energy_profile.csv, so the row is export and transfer pumping. The repo's option note 'Crude/wash-water heating duties below 100C at onshore gathering stations' (process_decarbonisation_options.csv, heat_pump_below_100) names a second LTH duty that no vector share supports - recorded as a gap in DONE_duty_b.md",medium
Mineral Production - Oil,default,site_services,MOT,motive_power,,1.00,,,fallback,"No published source was found for this process. The duty family is read directly off the equipment activity_process_register.csv names for it (equipment_examples: control rooms; lighting; instrument air), which is a repo file rather than a citable source; activity_process_energy_profile.csv records its own share for the process as 'engineering rationale' with no reference either. Nothing here is a number, only a family assignment",low
Mineral Production - Other Mineral Category,default,drilling,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Borrowed from the aggregates sibling 'Mineral Production - Rock, Sand, Clay etc.' exactly as activity_process_energy_profile.csv does. Diesel blasthole/percussion drilling",low
Mineral Production - Other Mineral Category,default,extraction_loading,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Borrowed from the aggregates sibling 'Mineral Production - Rock, Sand, Clay etc.' exactly as activity_process_energy_profile.csv does. Diesel hydraulic shovels",low
Mineral Production - Other Mineral Category,default,haulage,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Borrowed from the aggregates sibling 'Mineral Production - Rock, Sand, Clay etc.' exactly as activity_process_energy_profile.csv does. Diesel haul trucks",low
Mineral Production - Other Mineral Category,default,crushing,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Borrowed from the aggregates sibling 'Mineral Production - Rock, Sand, Clay etc.' exactly as activity_process_energy_profile.csv does. Crusher drives",low
Mineral Production - Other Mineral Category,default,screening,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Borrowed from the aggregates sibling 'Mineral Production - Rock, Sand, Clay etc.' exactly as activity_process_energy_profile.csv does. Screen drives",low
Mineral Production - Other Mineral Category,default,conveying,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Borrowed from the aggregates sibling 'Mineral Production - Rock, Sand, Clay etc.' exactly as activity_process_energy_profile.csv does. Conveyor drives",low
Mineral Production - Other Mineral Category,default,dewatering_pumping,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | activity_process_energy_profile.csv holds no row for this process. Pit dewatering is pump shaft work",low
Mineral Production - Other Mineral Category,default,site_services,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | Borrowed from the aggregates sibling 'Mineral Production - Rock, Sand, Clay etc.' exactly as activity_process_energy_profile.csv does. Water tanker and minor support vehicles on the oil vector",low
Mineral Production - Putrescible,default,reception_depackaging_shredding,MOT,motive_power,,1.00,,,engineering,"[IEA_FW] Table 5 p20: AD parasitic electricity 59.1 kWh/t (8.4% of gross output), the total the repo's energy profile sub-divides | Electric shredders and diesel feed loaders both deliver shaft work, so the two vectors serve one duty",medium
Mineral Production - Putrescible,default,digester_mixing_pumping,MOT,motive_power,,1.00,,,engineering,"[IEA_FW] Table 5 p20: AD parasitic electricity 59.1 kWh/t (8.4% of gross output), the total the repo's energy profile sub-divides | Continuous mixers and feed/recirculation pumps",medium
Mineral Production - Putrescible,default,pasteurisation_digester_heating,LTH,heat_60_100,2,1.00,,,published_sec,"[REF_ADBA_HEAT] 'CHP jacket/exhaust heat covers 40C digester and 70C pasteurisation loads' - read in docs/notes/data/process_decarbonisation_options.csv (row Mineral Production - Putrescible / pasteurisation_digester_heating / ad_chp_heat_integration), whose provenance there is ADBA guidance on biogas CHP heat use | activity_process_energy_profile.csv holds no row for this process because AD parasitic heat is normally taken from the site's own CHP rather than bought in; the duty exists regardless. The band is taken from the 70C pasteurisation requirement, the higher of the two loads",medium
Mineral Production - Putrescible,default,digestate_processing,MOT,motive_power,,1.00,,,engineering,"[IEA_FW] Table 5 p20: AD parasitic electricity 59.1 kWh/t (8.4% of gross output), the total the repo's energy profile sub-divides | Separation and dewatering drives",medium
Mineral Production - Putrescible,default,aeration_odour_control,MOT,motive_power,,1.00,,,engineering,"[HAAREN] p15-17: windrow composting energy is 29 kWh/ton of which 71% is fuel, consumed by turners, grinders, screens and loaders | Aeration and biofilter fans",medium
Mineral Production - Putrescible,default,windrow_turning,MOT,motive_power,,1.00,,,engineering,"[HAAREN] p15-17: windrow composting energy is 29 kWh/ton of which 71% is fuel, consumed by turners, grinders, screens and loaders | Diesel windrow turners",medium
Mineral Production - Putrescible,default,screening_refining,MOT,motive_power,,1.00,,,engineering,"[HAAREN] p15-17: windrow composting energy is 29 kWh/ton of which 71% is fuel, consumed by turners, grinders, screens and loaders | Diesel-driven trommels and screens",medium
Mineral Production - Putrescible,default,mobile_plant,MOT,motive_power,,1.00,,,engineering,"[HAAREN] p15-17: windrow composting energy is 29 kWh/ton of which 71% is fuel, consumed by turners, grinders, screens and loaders | Loaders and telehandlers",medium
Mineral Production - Putrescible,default,site_services,MOT,motive_power,,1.00,,,engineering,"[IEA_FW] Table 5 p20: AD parasitic electricity 59.1 kWh/t (8.4% of gross output), the total the repo's energy profile sub-divides | Controls, compressors and lighting; electricity vector only",medium
"Mineral Production - Rock, Sand, Clay etc.",default,drilling,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Percussion drilling (diesel) = 24% of total mining energy, Table 9-2",medium
"Mineral Production - Rock, Sand, Clay etc.",default,extraction_loading,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Hydraulic shovel (diesel) = 23% of total mining energy, Table 9-2",medium
"Mineral Production - Rock, Sand, Clay etc.",default,haulage,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Transportation vehicles ~50% of energy per ton, p9-8",medium
"Mineral Production - Rock, Sand, Clay etc.",default,crushing,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Secondary and tertiary crushing = 2,655 of 3,152 Btu/ton electric, Table 9-3",medium
"Mineral Production - Rock, Sand, Clay etc.",default,screening,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Screening 332 Btu/ton, Table 9-3",medium
"Mineral Production - Rock, Sand, Clay etc.",default,conveying,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Conveying 165 Btu/ton, Table 9-3",medium
"Mineral Production - Rock, Sand, Clay etc.",default,washing_classification,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | activity_process_energy_profile.csv holds no row for this process, so its energy is unquantified. Wash plant, cyclones and water circuit pumps - shaft work",low
"Mineral Production - Rock, Sand, Clay etc.",default,dewatering_pumping,MOT,motive_power,,1.00,,,fallback,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | activity_process_energy_profile.csv holds no row for this process, so its energy is unquantified. Pit dewatering pumps - shaft work",low
"Mineral Production - Rock, Sand, Clay etc.",default,site_services,MOT,motive_power,,1.00,,,published_sec,"[DOE_STONE] Table 9-2 p9-8 and Table 9-3 p9-9, the mining/processing energy split already used in activity_process_energy_profile.csv | [IERC_QUARRY] Improving Energy Efficiency and Sustainability in the Concrete and Quarrying Industry: crushing, screening and conveying drives | Residual support vehicles, ~3% of mining energy",medium
Motor Vehicle Works,default,paint_shop,DRY,heat_150_400,4,0.51,,,fallback,"[REF_DOE_COATINGS] OEM coatings 'curing at reduced oven temperatures (~80-120C vs 140-180C)' - read in docs/notes/data/decarbonisation_options_library.csv (option low_bake_paint_chemistry, duty field); the incumbent 140-180C bake is the duty, so the band is taken from its upper bound | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1 | The gas duty is the cure-oven bake and the booth make-up air heating; the make-up air heating is a lower-grade second duty that no source separates out",low
Motor Vehicle Works,default,paint_shop,MOT,motive_power,,0.49,,,fallback,"[LBNL50939] Table 2 vehicle-assembly electricity end-use split (compressed air 9-14%), as used in activity_process_energy_profile.csv | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1 | Booth air-handling fans and e-coat circulation are shaft work",low
Motor Vehicle Works,default,welding,OTH,electricity,,1.00,,,published_sec,"[LBNL50939] Table 2 vehicle-assembly electricity end-use split (compressed air 9-14%), as used in activity_process_energy_profile.csv | OTH resolves to electricity. Resistance spot welding heats the nugget electrically with no intermediate heat carrier, so binding it to a heat band would wrongly make it fuel-switchable",medium
Motor Vehicle Works,default,compressed_air,MOT,motive_power,,1.00,,,published_sec,"[LBNL50939] Table 2 vehicle-assembly electricity end-use split (compressed air 9-14%), as used in activity_process_energy_profile.csv | Table 2: compressed air 9-14% of vehicle-assembly electricity",medium
Motor Vehicle Works,default,materials_handling,MOT,motive_power,,1.00,,,published_sec,"[LBNL50939] Table 2 vehicle-assembly electricity end-use split (compressed air 9-14%), as used in activity_process_energy_profile.csv",medium
Motor Vehicle Works,default,metal_forming,MOT,motive_power,,1.00,,,published_sec,"[LBNL50939] Table 2 vehicle-assembly electricity end-use split (compressed air 9-14%), as used in activity_process_energy_profile.csv | Press and stamping drives",medium
Motor Vehicle Works,default,steam_hot_water,STM,heat_100_150,3,1.00,,,published_sec,"[REF_DESNZ_ELEC] Table 3 p20 places 'Steam Generation' in the 100-400C band; the narrower 'LP steam/hot water under ~150C' reading is the repo's own option note for htp_heat_pump_100_150 in process_decarbonisation_options.csv, whose provenance there is [REF_DESNZ_ELEC] HTHP TRL 7-9 per DESNZ/ERM | Pre-treatment and phosphating bath heating and general LP steam",medium
Motor Vehicle Works,default,site_services,MOT,motive_power,,0.83,,,fallback,"No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Motor Vehicle Works,default,site_services,SPC,heat_60_100,2,0.17,,,fallback,"[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Motor Vehicle Works,default,space_heating,SPC,heat_60_100,2,1.00,,,published_sec,[CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | The register bundles make-up air heating into this process; both are served at the same LPHW grade,medium
Newspaper print works,default,prepress_platemaking,OTH,electricity,,1.00,,,engineering,"[PRINTCITY] Web Lines Special Report No.4 (web offset press energy). Newspaper work is coldset: activity_process_register.csv lists no dryer process for this activity and activity_process_energy_profile.csv puts 100% of the gas vector on site_services, so the gas duty is space heating, not web drying | OTH resolves to electricity: imagesetters, platesetters and processors",medium
Newspaper print works,default,press_drives,MOT,motive_power,,1.00,,,published_sec,"[PRINTCITY] Web Lines Special Report No.4 (web offset press energy). Newspaper work is coldset: activity_process_register.csv lists no dryer process for this activity and activity_process_energy_profile.csv puts 100% of the gas vector on site_services, so the gas duty is space heating, not web drying | Shaftless press main drives and web transport",medium
Newspaper print works,default,press_auxiliaries,MOT,motive_power,,1.00,,,published_sec,"[PRINTCITY] Web Lines Special Report No.4 (web offset press energy). Newspaper work is coldset: activity_process_register.csv lists no dryer process for this activity and activity_process_energy_profile.csv puts 100% of the gas vector on site_services, so the gas duty is space heating, not web drying | Compressed air, dampening and circulation pumps. The register also names cooling, a REF duty for which no split is published",medium
Newspaper print works,default,mailroom_finishing,MOT,motive_power,,1.00,,,published_sec,"[PRINTCITY] Web Lines Special Report No.4 (web offset press energy). Newspaper work is coldset: activity_process_register.csv lists no dryer process for this activity and activity_process_energy_profile.csv puts 100% of the gas vector on site_services, so the gas duty is space heating, not web drying | Inserters, stackers and conveyors",medium
Newspaper print works,default,site_services,SPC,heat_60_100,2,0.78,,,fallback,"[PRINTCITY] Web Lines Special Report No.4 (web offset press energy). Newspaper work is coldset: activity_process_register.csv lists no dryer process for this activity and activity_process_energy_profile.csv puts 100% of the gas vector on site_services, so the gas duty is space heating, not web drying | [CIBSEJ_RETURN] 'design for the peak with a flow return temperature of 82/71C does not suffice' (opening paragraph) and 'stored DHW needs to be at 60C to prevent legionella' (panel 'How bypasses can increase return temperatures'); [REF_DESNZ_ELEC] Table 3 p20 places Space Heating in the <100C band | No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
Newspaper print works,default,site_services,MOT,motive_power,,0.22,,,fallback,"No published duty split was found for this process. The share is the process's own vector shares in activity_process_energy_profile.csv renormalised across the vectors it draws, which assumes the activity's vector totals are equal. That assumption is a structural placeholder, not evidence - see DONE_duty_b.md Q1",low
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,PHEAT,heat_150_400,4,0.97,,,published_sec,"[oil_roadmap_2015] p31 (printed p22): 'Crude oil is fed into the bottom of a fractioning column and boiled at 380 C'; [REF_DESNZ_ELEC] Table 3 p20 places 'Atmospheric Distillation Unit' and 'Vacuum Distillation Unit' in the 100-400C band | Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv",medium
"Oil refinery, gas processing etc",default,crude_vacuum_distillation,MOT,motive_power,,0.03,,,published_sec,"Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv | Pumps, compressors, fans and instrumentation",medium
"Oil refinery, gas processing etc",default,hydrotreating,PHEAT,heat_150_400,4,0.97,,,published_sec,"[REFBREF2015] p115 (Section 2.13, naphtha hydrotreater): 'The reactor conditions can vary but are typically 30-40 bar and 320-380 C'; p118 table 'Reactor temperature, C 260-380 / 300-400 / 300-400 / 350-425 / 350-425'; [REF_DESNZ_ELEC] Table 3 p20 places refinery hydrotreating-type duties in the 100-400C band | Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv",medium
"Oil refinery, gas processing etc",default,hydrotreating,MOT,motive_power,,0.03,,,published_sec,"Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv | Pumps, compressors, fans and instrumentation",medium
"Oil refinery, gas processing etc",default,catalytic_reforming,PHEAT,heat_400_1000,5,0.97,,,published_sec,"[REFBREF2015] p92 (Section 2.6, semi-regenerative reforming): 'The reactors operate at temperatures in the range of 400-560 C and pressures in the range of 15-35 bar'. SOURCE CONFLICT: [REF_DESNZ_ELEC] Table 3 p20 places 'Catalytic Reforming' in the 100-400C band. The process-specific BREF figure is preferred; see DONE_duty_b.md Q6 | Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv",medium
"Oil refinery, gas processing etc",default,catalytic_reforming,MOT,motive_power,,0.03,,,published_sec,"Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv | Pumps, compressors, fans and instrumentation",medium
"Oil refinery, gas processing etc",default,hydrogen_production,PHEAT,heat_400_1000,5,0.99,,,published_sec,"[REFBREF2015] p124 (Section 2.14, steam methane reforming): 'The reaction is typically carried out at 750-1 000 C and a pressure of 20-40 barg over a fixed catalyst bed'; [REF_DESNZ_ELEC] Table 3 p20 places 'Hydrogen Production SMR' in the 400-1000C band | Part of the natural gas entering an SMR is feedstock, not fuel, and would belong on a NEUOTH row with a blank carrier. No source consulted gives the feedstock/fuel split, so no NEUOTH row is written - see DONE_duty_b.md Q5 | Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv",medium
"Oil refinery, gas processing etc",default,hydrogen_production,MOT,motive_power,,0.01,,,published_sec,"Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv | Pumps, compressors, fans and instrumentation",medium
"Oil refinery, gas processing etc",default,hydrocracking,PHEAT,heat_150_400,4,0.97,,,published_sec,"[REFBREF2015] p433: 'The reactor typically operates at 390 C and 138 bar (2 000 psi)'; [REF_DESNZ_ELEC] Table 3 p20 places 'Hydrocracking' in the 100-400C band | Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv",medium
"Oil refinery, gas processing etc",default,hydrocracking,MOT,motive_power,,0.03,,,published_sec,"Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv | Pumps, compressors, fans and instrumentation",medium
"Oil refinery, gas processing etc",default,fcc,PHEAT,heat_400_1000,5,0.97,,,published_sec,"[REFBREF2015] p86 (Section 2.5): 'oil and oil vapour preheated to 250-425 C come into contact with hot catalyst at about 680-730 C in the riser reactor'; p88: regeneration '700-750 C' | Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv",medium
"Oil refinery, gas processing etc",default,fcc,MOT,motive_power,,0.03,,,published_sec,"Split computed from published vector weights rather than assumed: [oil_roadmap_2015] p37 (printed p28) gives electricity as 3.3% of UK refinery energy, and p36 (printed p27, Section 3.3.4) gives the fuel mix as 'refinery fuel gas 47.3%, petroleum coke 24.8%, natural gas 21.3% and fuel oil 6.7%'; these weights are applied to this process's vector shares in activity_process_energy_profile.csv | Pumps, compressors, fans and instrumentation",medium
